,doc2vec_dm,doc2vec_dm_mean,doc2vec_docs,doc2vec_epochs,doc2vec_hs,doc2vec_learning_rate_end,doc2vec_learning_rate_start,doc2vec_min_count,doc2vec_negative,doc2vec_vector_size,doc2vec_window,f1,nn_batch_size,nn_dense_activation_function,nn_dropout,nn_epochs,nn_features,nn_hidden_neurons,nn_layers,nn_lstm_activation_function,nn_lstm_n_prev,precision,recall
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6120324637983535,15,linear,0.0,20,"bpm, measure, beat",30,20,selu,16,0.6271508880221469,0.6331471391686935
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.7722476178004322,25,linear,0.0,40,"bpm, measure, beat",30,15,selu,16,0.7893796912689336,0.7758734146028828
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6549862989286136,15,linear,0.1,40,"bpm, measure, beat",40,15,selu,12,0.7269091744196171,0.6263205064594395
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.6686776706268597,15,linear,0.05,20,"bpm, measure, beat",40,15,selu,12,0.7508807511343032,0.6306523663667655
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6962339818731432,15,linear,0.05,40,"bpm, measure, beat",40,20,selu,16,0.7580463568258153,0.6736879799010552
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6503510897070593,15,linear,0.1,40,"bpm, measure, beat",30,10,selu,16,0.6825612837104105,0.6420744802553542
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.5970172033309086,25,linear,0.05,20,"bpm, measure, beat",30,15,selu,16,0.638288744949785,0.5816049820464545
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6708148669747059,15,linear,0.05,20,"bpm, measure, beat",30,20,selu,16,0.7218545504788444,0.6586609094724397
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.666190352184775,25,linear,0.1,20,"bpm, measure, beat",40,10,selu,12,0.7313734821519606,0.6454302974564129
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.7345850874871195,15,linear,0.05,20,"bpm, measure, beat",30,10,selu,16,0.7714894589854014,0.7202508557828949
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6902362593003796,15,linear,0.05,40,"bpm, measure, beat",40,15,selu,12,0.7470015184421266,0.6760956904000555
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.6787327883919457,15,linear,0.0,40,"bpm, measure, beat",40,20,selu,16,0.7195450603195847,0.6816306920637246
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6383995754702761,15,linear,0.0,20,"bpm, measure, beat",40,15,selu,16,0.6769553716641946,0.6376714178408655
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.5908119426914468,25,linear,0.05,20,"bpm, measure, beat",30,10,selu,16,0.6190597236302618,0.5832520508362876
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.4516900369374299,25,linear,0.1,20,"bpm, measure, beat",40,20,selu,12,0.489814699484673,0.4328910021356352
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6254730212209756,25,linear,0.0,20,"bpm, measure, beat",40,10,selu,12,0.6962041906061401,0.5943005049547173
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.658895286798942,15,linear,0.1,40,"bpm, measure, beat",40,20,selu,16,0.7139673645549124,0.6398253531474333
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.6592110520520571,15,linear,0.1,40,"bpm, measure, beat",40,10,selu,16,0.6765323216534019,0.6596334417408234
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6684139064928524,15,linear,0.0,40,"bpm, measure, beat",40,15,selu,16,0.685805157281493,0.6704366985156441
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.7548452636136854,25,linear,0.05,40,"bpm, measure, beat",30,10,selu,16,0.7854870929239558,0.7492786582996281
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6371620394669413,25,linear,0.05,20,"bpm, measure, beat",40,10,selu,12,0.6709623881356163,0.6398783617229312
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.581895826064172,15,linear,0.0,20,"bpm, measure, beat",40,10,selu,12,0.6385023361303409,0.5612576645846562
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.6407405187837573,25,linear,0.0,20,"bpm, measure, beat",40,20,selu,16,0.7151971172226966,0.607935563298155
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.7702768321485455,15,linear,0.1,20,"bpm, measure, beat",40,10,selu,16,0.7947411731869304,0.7662769009552104
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.553740321057078,25,linear,0.05,20,"bpm, measure, beat",40,20,selu,16,0.5858606742720228,0.5565740699123806
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.5178130097496454,25,linear,0.1,20,"bpm, measure, beat",30,20,selu,16,0.5546990235557397,0.4993700028465984
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6090669892164279,25,linear,0.0,40,"bpm, measure, beat",30,20,selu,12,0.6576842246569785,0.5939527509496951
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6640220029657155,15,linear,0.05,20,"bpm, measure, beat",40,20,selu,16,0.7258707788637023,0.6431335202581064
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6286687800927603,25,linear,0.05,20,"bpm, measure, beat",30,10,selu,12,0.6901649015774564,0.6015243815043771
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.7018103273994983,25,linear,0.1,20,"bpm, measure, beat",30,15,selu,16,0.727297074440488,0.7004969061970945
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.46680625400037457,25,linear,0.1,20,"bpm, measure, beat",40,20,selu,12,0.5293391660593526,0.4359789031628248
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.5800270697528357,25,linear,0.0,20,"bpm, measure, beat",30,15,selu,12,0.6361772580538276,0.5675106307239557
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6447182413312388,15,linear,0.05,40,"bpm, measure, beat",40,15,selu,16,0.6552321642304113,0.6634999693884326
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6220157892394321,15,linear,0.05,40,"bpm, measure, beat",30,10,selu,12,0.6936397065845759,0.5919961863037232
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6667086129615996,15,linear,0.05,40,"bpm, measure, beat",30,15,selu,12,0.7456064895309277,0.6317072186874406
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.5526151804149598,15,linear,0.0,40,"bpm, measure, beat",40,10,selu,16,0.5779141980888394,0.5485850242293792
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.5737114741155972,25,linear,0.05,20,"bpm, measure, beat",30,15,selu,12,0.6517202838239418,0.5356736006137018
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6509284888456425,15,linear,0.1,20,"bpm, measure, beat",40,20,selu,12,0.7324333337727338,0.6106151715740364
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6589773918945819,15,linear,0.1,20,"bpm, measure, beat",40,10,selu,12,0.7210299750859992,0.635246745575201
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6787880334851706,25,linear,0.0,40,"bpm, measure, beat",30,10,selu,16,0.6929798057987372,0.6839531759547341
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.581743720303672,15,linear,0.1,20,"bpm, measure, beat",40,20,selu,12,0.6432814652585409,0.5532603611876997
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.5902011536023225,15,linear,0.1,40,"bpm, measure, beat",30,20,selu,12,0.6519355900039465,0.5624101713951378
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.5658019760641584,15,linear,0.0,20,"bpm, measure, beat",30,15,selu,12,0.6244403810372378,0.5400864357315835
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6069465322273216,25,linear,0.0,20,"bpm, measure, beat",40,15,selu,16,0.633235422558931,0.6035918466321634
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6325698707113742,25,linear,0.1,40,"bpm, measure, beat",40,15,selu,12,0.6921496012979708,0.6111305030150787
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.5823403408126752,15,linear,0.05,20,"bpm, measure, beat",40,15,selu,12,0.6063231416659963,0.6101557964246739
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.5652338044871029,25,linear,0.05,20,"bpm, measure, beat",30,15,selu,12,0.62372557079677,0.5390641573258966
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.5447002217895774,25,linear,0.05,20,"bpm, measure, beat",30,10,selu,12,0.601148955738125,0.5182322755830626
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6649451313088267,15,linear,0.1,20,"bpm, measure, beat",30,15,selu,16,0.7196839499020893,0.6473366271749703
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6728905624445454,15,linear,0.0,40,"bpm, measure, beat",40,20,selu,16,0.7069243365289589,0.6692248966189108
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.7729408634459598,15,linear,0.05,40,"bpm, measure, beat",30,20,selu,16,0.7889957611765053,0.7940327234880243
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6236389348062399,15,linear,0.0,20,"bpm, measure, beat",40,20,selu,16,0.6659117909653519,0.6058925602423623
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.7068872549155613,25,linear,0.0,40,"bpm, measure, beat",40,10,selu,16,0.7434963274442596,0.6988416527434901
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6456044957891249,25,linear,0.05,20,"bpm, measure, beat",30,15,selu,12,0.724844754918168,0.6064234714165427
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6844524496929871,25,linear,0.05,20,"bpm, measure, beat",30,20,selu,16,0.7449699830924268,0.6618959695016308
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.707179133897955,25,linear,0.0,40,"bpm, measure, beat",30,15,selu,16,0.7396814695327971,0.6984905075471848
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6055914478494498,25,linear,0.05,20,"bpm, measure, beat",40,15,selu,16,0.5989450384568219,0.6551075816251432
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.6430850129412379,15,linear,0.1,20,"bpm, measure, beat",40,20,selu,12,0.7244949832583977,0.6028191329745973
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.61922359419756,15,linear,0.1,20,"bpm, measure, beat",30,10,selu,12,0.6813804811720979,0.5922227465135449
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6530521619257582,25,linear,0.05,40,"bpm, measure, beat",30,15,selu,16,0.672043380382665,0.6538461630943615
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6155571628043826,15,linear,0.05,20,"bpm, measure, beat",30,15,selu,12,0.6769816127087499,0.5931954354492016
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6472388366272677,15,linear,0.05,40,"bpm, measure, beat",40,10,selu,16,0.6940389012907353,0.633873733851011
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6005919873758783,15,linear,0.05,40,"bpm, measure, beat",40,10,selu,12,0.6652736329918296,0.5754933173331818
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6479135581128702,25,linear,0.0,20,"bpm, measure, beat",30,20,selu,16,0.6915048184086684,0.6405577557041559
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.5938251696629936,15,linear,0.1,40,"bpm, measure, beat",40,10,selu,16,0.6242543771304402,0.5869053795529157
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.5812279330221125,15,linear,0.05,40,"bpm, measure, beat",40,15,selu,12,0.6330363749075129,0.5622464648671159
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.5085389163653139,25,linear,0.1,20,"bpm, measure, beat",30,20,selu,16,0.5771745541855261,0.4745538063495604
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6481875422343714,15,linear,0.05,40,"bpm, measure, beat",40,20,selu,12,0.7221252477567939,0.6142949254667874
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6662230142787485,25,linear,0.05,20,"bpm, measure, beat",40,15,selu,12,0.7477211934723758,0.6290775868358996
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6819280589325385,15,linear,0.1,40,"bpm, measure, beat",30,20,selu,16,0.7266176918582294,0.673824316978248
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.694335994412603,25,linear,0.0,40,"bpm, measure, beat",30,10,selu,16,0.7265373434301564,0.6851029778673744
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.4180466468625634,25,linear,0.1,20,"bpm, measure, beat",40,20,selu,12,0.447490086813855,0.40423796572814635
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.5020329595022838,15,linear,0.05,20,"bpm, measure, beat",30,20,selu,16,0.5180725422009588,0.5010487744922595
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.4997310212145787,15,linear,0.0,20,"bpm, measure, beat",40,10,selu,12,0.5456782089371464,0.48955496753623406
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6403335147429137,15,linear,0.1,20,"bpm, measure, beat",40,15,selu,12,0.7093318594589583,0.6094380045388563
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.5894840805994189,25,linear,0.05,40,"bpm, measure, beat",40,10,selu,12,0.6588200521882094,0.5602135058341459
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.5860571224064507,25,linear,0.05,20,"bpm, measure, beat",30,15,selu,12,0.6583851354980707,0.5503322210525804
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6543704809789339,15,linear,0.0,40,"bpm, measure, beat",30,20,selu,16,0.6759410559936431,0.671659413297406
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.6247340724130962,15,linear,0.1,40,"bpm, measure, beat",30,10,selu,16,0.6712450843464283,0.6096587170923339
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6134871835431832,15,linear,0.1,40,"bpm, measure, beat",40,20,selu,12,0.7024276690949366,0.5694560459592458
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.726204075019241,15,linear,0.1,20,"bpm, measure, beat",30,10,selu,16,0.7720585289467975,0.7113244487652071
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.640610262246395,15,linear,0.05,20,"bpm, measure, beat",30,20,selu,12,0.7177508153342838,0.6024790908943899
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.5770268843976195,25,linear,0.05,40,"bpm, measure, beat",30,10,selu,12,0.6408025522166807,0.5540169742454294
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6359860740572555,25,linear,0.1,40,"bpm, measure, beat",30,15,selu,12,0.7101019534395229,0.6056963534821119
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.4864701677191204,25,linear,0.0,20,"bpm, measure, beat",40,15,selu,12,0.5303890190799296,0.46600469955133034
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.57975099031726,15,linear,0.0,40,"bpm, measure, beat",30,10,selu,12,0.6361430251782688,0.5659701214326257
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.5161336082604643,25,linear,0.05,20,"bpm, measure, beat",30,20,selu,12,0.589129898495825,0.4800745683347231
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6455613042414315,15,linear,0.0,20,"bpm, measure, beat",30,10,selu,16,0.6621839401914712,0.6440993013349048
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.3984507116686775,15,linear,0.0,20,"bpm, measure, beat",40,20,selu,12,0.42622848944645503,0.3847376314999009
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6123522228562145,25,linear,0.1,20,"bpm, measure, beat",40,20,selu,12,0.6913890799682664,0.580481057016741
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6550169954312007,25,linear,0.05,40,"bpm, measure, beat",30,15,selu,16,0.693054272366744,0.6417917070582136
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6493573186749373,25,linear,0.0,20,"bpm, measure, beat",40,15,selu,12,0.7255497010687563,0.614337363471655
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6018164332927621,15,linear,0.0,20,"bpm, measure, beat",40,15,selu,12,0.6657589686322839,0.570284270814941
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.5953162177623984,25,linear,0.1,40,"bpm, measure, beat",30,10,selu,12,0.6437611066289284,0.5786523817906151
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.5871332183966088,25,linear,0.1,20,"bpm, measure, beat",30,20,selu,16,0.6661972831355419,0.548380759066989
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.7251001534647576,15,linear,0.0,40,"bpm, measure, beat",40,20,selu,16,0.7285047423884015,0.7362493209503532
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.6594823660412507,25,linear,0.05,40,"bpm, measure, beat",40,20,selu,12,0.7370027837358375,0.6237983931875846
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6754513116085539,15,linear,0.05,40,"bpm, measure, beat",30,10,selu,16,0.72488135011994,0.6571765998890585
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.6688984633332202,25,linear,0.05,40,"bpm, measure, beat",30,10,selu,12,0.7296938966661259,0.6512521281400275
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6588807060747593,25,linear,0.05,20,"bpm, measure, beat",40,15,selu,16,0.6828355115636814,0.661986407724251
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.5627846197197566,25,linear,0.1,40,"bpm, measure, beat",40,10,selu,12,0.6010034604124033,0.5604559606797052
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.4562340410616721,25,linear,0.05,20,"bpm, measure, beat",30,20,selu,16,0.4724330536120447,0.46116771014193597
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.6364289118947305,15,linear,0.05,20,"bpm, measure, beat",30,20,selu,16,0.6558867153751268,0.6493983301066337
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.619138740316433,25,linear,0.1,20,"bpm, measure, beat",30,10,selu,16,0.6376826636613692,0.6169063524643607
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6516453097807381,15,linear,0.05,40,"bpm, measure, beat",30,15,selu,16,0.6534067899970646,0.6789426542688893
